s_supplier_id:integer,s_name:string,s_rating:integer,s_region_id:integer
27812,Supplier_R715,5,1
27813,Supplier_F881,10,7
27814,Supplier_J511,4,3
27815,Supplier_T460,14,13
27816,Supplier_V994,14,13
27817,Supplier_H423,4,3
27818,Supplier_E957,12,2
27819,Supplier_L872,11,10
27820,Supplier_P615,13,12
27821,Supplier_Z988,8,2
27822,Supplier_F919,4,1
27823,Supplier_L359,11,4
27824,Supplier_Y775,4,9
27825,Supplier_A503,5,6
27826,Supplier_X17,4,10
27827,Supplier_R60,11,3
27828,Supplier_O199,5,6
27829,Supplier_P203,14,10
27830,Supplier_F314,6,15
27831,Supplier_F974,10,11
27832,Supplier_E665,11,1
27833,Supplier_Q284,12,2
27834,Supplier_I260,3,1
27835,Supplier_H143,1,9
27836,Supplier_F709,2,4
27837,Supplier_O745,12,4
27838,Supplier_K309,5,8
27839,Supplier_C645,3,1
27840,Supplier_F445,1,6
27841,Supplier_D284,14,3
27842,Supplier_Z697,10,5
27843,Supplier_D228,10,1
27844,Supplier_W494,6,1
27845,Supplier_O354,10,9
27846,Supplier_T589,10,12
27847,Supplier_T201,11,5
27848,Supplier_L893,7,9
27849,Supplier_K657,5,1
27850,Supplier_Y700,5,6
27851,Supplier_G88,2,5
27852,Supplier_F830,15,7
27853,Supplier_C731,5,11
27854,Supplier_Q228,6,1
27855,Supplier_P750,1,13
27856,Supplier_V990,4,4
27857,Supplier_O535,7,14
27858,Supplier_G194,10,15
27859,Supplier_R679,11,7
27860,Supplier_B881,5,4
27861,Supplier_P560,13,2
27862,Supplier_Q624,15,2
27863,Supplier_N327,4,8
27864,Supplier_P740,14,4
27865,Supplier_D419,8,4
27866,Supplier_D461,14,8
27867,Supplier_F780,14,10
27868,Supplier_Z563,5,7
27869,Supplier_A276,5,9
27870,Supplier_S116,14,10
27871,Supplier_F97,4,7
27872,Supplier_Z995,8,7
27873,Supplier_H832,7,8
27874,Supplier_A114,13,15
27875,Supplier_D747,13,1
27876,Supplier_Q249,8,8
27877,Supplier_Y404,3,3
27878,Supplier_W331,1,9
27879,Supplier_R703,5,2
27880,Supplier_X680,3,7
27881,Supplier_Z923,11,11
27882,Supplier_N29,13,10
27883,Supplier_T497,5,5
27884,Supplier_I21,7,10
27885,Supplier_D467,2,10
27886,Supplier_O299,11,15
27887,Supplier_I990,5,1
27888,Supplier_U589,5,13
27889,Supplier_V663,11,2
27890,Supplier_W498,15,5
27891,Supplier_P137,8,4
27892,Supplier_I716,11,3
27893,Supplier_D822,12,13
27894,Supplier_Z503,5,8
27895,Supplier_U57,15,15
27896,Supplier_C775,11,15
27897,Supplier_R305,7,2
27898,Supplier_K829,8,6
27899,Supplier_E128,13,2
27900,Supplier_R866,2,5
27901,Supplier_R64,9,12
27902,Supplier_A298,13,1
27903,Supplier_F684,3,9
27904,Supplier_P323,9,14
27905,Supplier_Z661,2,7
27906,Supplier_D794,11,2
27907,Supplier_F666,4,3
27908,Supplier_P892,5,8
27909,Supplier_A62,9,7
27910,Supplier_F218,2,11
27911,Supplier_J613,2,13
27912,Supplier_W187,15,4
27913,Supplier_J582,4,7
27914,Supplier_X302,8,8
27915,Supplier_T314,14,9
27916,Supplier_X380,11,3
27917,Supplier_B563,15,11
27918,Supplier_U746,5,8
27919,Supplier_J614,7,8
27920,Supplier_R188,4,11
27921,Supplier_U449,5,10
27922,Supplier_W563,3,15
27923,Supplier_D972,9,10
27924,Supplier_A968,11,15
27925,Supplier_F964,2,5
27926,Supplier_N870,15,8
27927,Supplier_E235,8,8
27928,Supplier_T827,1,14
27929,Supplier_K193,3,11
27930,Supplier_T358,5,10
27931,Supplier_L558,2,2
27932,Supplier_P714,10,7
27933,Supplier_U876,3,7
27934,Supplier_I514,12,13
27935,Supplier_L281,3,6
27936,Supplier_U730,14,6
27937,Supplier_L346,7,2
27938,Supplier_W924,5,12
27939,Supplier_A793,12,7
27940,Supplier_S616,1,9
27941,Supplier_C984,10,4
27942,Supplier_H393,8,14
27943,Supplier_I667,4,3
27944,Supplier_Y743,13,11
27945,Supplier_G330,9,4
27946,Supplier_B399,4,15
27947,Supplier_N771,2,7
27948,Supplier_V132,7,7
27949,Supplier_M867,10,11
27950,Supplier_G753,15,7
27951,Supplier_W366,10,10
27952,Supplier_V532,15,15
27953,Supplier_G634,3,11
27954,Supplier_L437,13,8
27955,Supplier_S88,3,6
27956,Supplier_J740,15,12
27957,Supplier_W2,6,15
27958,Supplier_G173,4,6
27959,Supplier_W558,1,7
27960,Supplier_T599,1,13
27961,Supplier_P488,9,3
27962,Supplier_C536,15,14
27963,Supplier_Y691,13,7
27964,Supplier_U386,8,9
27965,Supplier_C321,3,4
27966,Supplier_D257,7,9
27967,Supplier_Y798,6,14
27968,Supplier_X155,7,12
27969,Supplier_E248,9,6
27970,Supplier_M430,11,14
27971,Supplier_Y193,7,15
27972,Supplier_K252,12,1
27973,Supplier_Q523,10,13
27974,Supplier_G449,8,12
27975,Supplier_K874,9,8
27976,Supplier_E531,8,11
27977,Supplier_E86,2,9
27978,Supplier_W137,11,9
27979,Supplier_E5,6,4
27980,Supplier_D189,1,5
27981,Supplier_V837,10,8
27982,Supplier_F321,5,6
27983,Supplier_L679,15,2
27984,Supplier_C93,9,1
27985,Supplier_R460,9,14
27986,Supplier_G591,5,12
27987,Supplier_H828,13,14
27988,Supplier_F112,8,1
27989,Supplier_I10,6,13
27990,Supplier_Y693,7,4
27991,Supplier_B289,13,2
27992,Supplier_K156,6,11
27993,Supplier_Q481,6,14
27994,Supplier_M466,2,13
27995,Supplier_I242,8,11
27996,Supplier_A651,9,12
27997,Supplier_O326,11,15
27998,Supplier_L874,5,1
27999,Supplier_C131,13,2
28000,Supplier_B3,7,4
28001,Supplier_C695,12,5
28002,Supplier_N232,7,8
28003,Supplier_D666,6,3
28004,Supplier_O465,1,7
28005,Supplier_F854,1,1
28006,Supplier_E490,14,9
28007,Supplier_D586,15,2
28008,Supplier_C544,15,9
28009,Supplier_Y66,9,8
28010,Supplier_H811,6,4
28011,Supplier_J424,2,4
28012,Supplier_U694,6,4
28013,Supplier_I198,12,2
28014,Supplier_Y922,15,6
28015,Supplier_L153,3,13
28016,Supplier_V726,14,1
28017,Supplier_L495,3,6
28018,Supplier_A409,8,3
28019,Supplier_N161,12,4
28020,Supplier_J909,10,11
28021,Supplier_U945,4,14
28022,Supplier_Q790,5,3
28023,Supplier_C517,7,13
28024,Supplier_I113,7,15
28025,Supplier_P170,11,1
28026,Supplier_G653,13,2
28027,Supplier_X784,13,10
28028,Supplier_Y308,5,11
28029,Supplier_P564,11,8
28030,Supplier_U450,4,7
28031,Supplier_Z881,4,12
28032,Supplier_H277,11,10
28033,Supplier_I54,14,2
28034,Supplier_I899,2,8
28035,Supplier_K58,6,12
28036,Supplier_K110,1,12
28037,Supplier_O106,5,8
28038,Supplier_E970,4,7
28039,Supplier_M330,11,14
28040,Supplier_P773,1,2
28041,Supplier_H559,4,4
28042,Supplier_A502,2,3
28043,Supplier_P187,3,3
28044,Supplier_Z735,8,11
28045,Supplier_K248,13,4
28046,Supplier_K395,2,15
28047,Supplier_Q627,4,2
28048,Supplier_V863,9,2
28049,Supplier_X762,12,10
28050,Supplier_E252,5,5
28051,Supplier_W342,7,7
28052,Supplier_Z243,6,13
28053,Supplier_P786,4,15
28054,Supplier_I559,7,9
28055,Supplier_G97,11,10
28056,Supplier_C646,7,15
28057,Supplier_J339,4,4
28058,Supplier_X712,13,1
28059,Supplier_Q480,2,4
28060,Supplier_A254,3,2
28061,Supplier_W226,2,6
28062,Supplier_F67,12,5
28063,Supplier_G423,1,14
28064,Supplier_E646,6,3
28065,Supplier_M861,12,8
28066,Supplier_P894,1,7
28067,Supplier_G508,11,8
28068,Supplier_Y780,7,14
28069,Supplier_K783,4,9
28070,Supplier_B116,14,12
28071,Supplier_J530,10,4
28072,Supplier_Y627,3,9
28073,Supplier_G757,9,4
28074,Supplier_A378,1,4
28075,Supplier_V631,4,13
28076,Supplier_Z537,11,9
28077,Supplier_Y459,2,10
28078,Supplier_N604,7,13
28079,Supplier_O14,15,7
28080,Supplier_P225,3,5
28081,Supplier_E166,2,15
28082,Supplier_H352,10,5
28083,Supplier_N804,8,14
28084,Supplier_L113,5,6
28085,Supplier_I946,7,9
28086,Supplier_P785,7,15
28087,Supplier_A374,1,13
28088,Supplier_P388,14,2
28089,Supplier_J37,13,7
28090,Supplier_E972,9,15
28091,Supplier_K312,13,5
28092,Supplier_T968,13,10
28093,Supplier_S153,11,3
28094,Supplier_L213,1,9
28095,Supplier_H742,5,5
28096,Supplier_K928,10,1
28097,Supplier_R597,13,2
28098,Supplier_D882,5,5
28099,Supplier_A214,13,2
28100,Supplier_H810,2,1
28101,Supplier_Y892,12,7
28102,Supplier_Y406,8,6
28103,Supplier_W691,6,14
28104,Supplier_C770,15,3
28105,Supplier_C67,15,14
28106,Supplier_D886,9,12
28107,Supplier_G451,2,7
28108,Supplier_H467,10,12
28109,Supplier_B718,7,11
28110,Supplier_S94,15,9
28111,Supplier_K17,7,11
28112,Supplier_F420,3,2
28113,Supplier_L970,1,15
28114,Supplier_M116,3,5
28115,Supplier_K226,4,12
28116,Supplier_O712,9,3
28117,Supplier_T763,10,10
28118,Supplier_Z483,11,11
28119,Supplier_H899,4,9
28120,Supplier_Y787,10,13
28121,Supplier_U351,12,10
28122,Supplier_G424,3,9
28123,Supplier_U400,7,4
28124,Supplier_N931,9,10
28125,Supplier_Q257,2,12
28126,Supplier_R567,12,9
28127,Supplier_Y557,8,2
28128,Supplier_J219,6,8
28129,Supplier_H461,5,5
28130,Supplier_Y622,13,12
28131,Supplier_V104,5,7
28132,Supplier_P825,5,2
28133,Supplier_F425,1,1
28134,Supplier_Q232,11,3
28135,Supplier_I117,3,2
28136,Supplier_F424,9,2
28137,Supplier_A113,1,8
28138,Supplier_I170,7,9
28139,Supplier_O15,2,12
28140,Supplier_K286,3,15
28141,Supplier_V49,5,15
28142,Supplier_T225,14,4
28143,Supplier_X260,2,3
28144,Supplier_M135,3,8
28145,Supplier_T871,4,6
28146,Supplier_E24,5,4
28147,Supplier_I665,13,7
28148,Supplier_F79,13,14
28149,Supplier_V509,3,4
28150,Supplier_L613,8,10
28151,Supplier_U673,3,7
28152,Supplier_O650,6,15
28153,Supplier_O834,6,9
28154,Supplier_N268,15,12
28155,Supplier_E889,3,14
28156,Supplier_P758,13,11
28157,Supplier_X704,15,3
28158,Supplier_Y418,14,9
28159,Supplier_C749,8,14
28160,Supplier_M606,5,6
28161,Supplier_J206,7,4
28162,Supplier_D35,15,14
28163,Supplier_O427,2,10
28164,Supplier_G448,8,13
28165,Supplier_W727,6,9
28166,Supplier_G907,2,4
28167,Supplier_F39,7,6
28168,Supplier_G384,15,2
28169,Supplier_U936,12,6
28170,Supplier_Q207,1,14
28171,Supplier_H308,5,10
28172,Supplier_L746,12,14
28173,Supplier_D37,13,13
28174,Supplier_X940,6,8
28175,Supplier_S120,13,13
28176,Supplier_Q554,14,7
28177,Supplier_J476,10,13
28178,Supplier_K341,12,8
28179,Supplier_W624,2,10
28180,Supplier_X942,14,15
28181,Supplier_U335,13,7
28182,Supplier_B624,10,9
28183,Supplier_S159,10,4
28184,Supplier_C450,15,2
28185,Supplier_E333,15,1
28186,Supplier_V626,9,9
28187,Supplier_Z314,4,7
28188,Supplier_H266,5,3
28189,Supplier_C585,15,1
28190,Supplier_V149,1,11
28191,Supplier_A782,9,2
28192,Supplier_X362,4,10
28193,Supplier_J151,10,14
28194,Supplier_G984,9,3
28195,Supplier_G119,13,4
28196,Supplier_J496,1,8
28197,Supplier_M30,12,2
28198,Supplier_P854,2,13
28199,Supplier_I449,10,13
28200,Supplier_L552,9,14
28201,Supplier_J992,8,1
28202,Supplier_I572,4,3
28203,Supplier_A890,9,15
28204,Supplier_H950,15,8
28205,Supplier_B10,12,4
28206,Supplier_V663,3,3
28207,Supplier_D149,9,4
28208,Supplier_W198,12,14
28209,Supplier_G729,8,13
28210,Supplier_T307,9,7
28211,Supplier_R239,6,14
28212,Supplier_K782,15,14
28213,Supplier_F586,2,6
28214,Supplier_K404,12,14
28215,Supplier_K414,14,6
28216,Supplier_R570,4,12
28217,Supplier_G713,2,4
28218,Supplier_H135,2,11
28219,Supplier_J788,14,4
28220,Supplier_Y366,6,5
28221,Supplier_J793,4,12
28222,Supplier_U657,13,10
28223,Supplier_B831,1,6
28224,Supplier_C6,8,15
28225,Supplier_M73,8,10
28226,Supplier_W398,14,9
28227,Supplier_K930,1,10
28228,Supplier_V984,2,8
28229,Supplier_J173,4,9
28230,Supplier_A618,13,10
28231,Supplier_P116,3,9
28232,Supplier_B248,8,10
28233,Supplier_X464,8,4
28234,Supplier_O578,3,3
28235,Supplier_A488,6,11
28236,Supplier_N546,15,13
28237,Supplier_W111,13,13
28238,Supplier_U843,9,9
28239,Supplier_F794,12,2
28240,Supplier_U227,8,5
28241,Supplier_T743,4,4
28242,Supplier_I89,1,9
28243,Supplier_D352,6,1
28244,Supplier_U727,13,10
28245,Supplier_X277,5,13
28246,Supplier_K288,11,7
28247,Supplier_P269,7,13
28248,Supplier_M666,10,2
28249,Supplier_Z333,10,7
28250,Supplier_R149,4,8
28251,Supplier_L366,9,8
28252,Supplier_Y370,11,7
28253,Supplier_S107,3,8
28254,Supplier_T541,10,14
28255,Supplier_E616,1,6
28256,Supplier_C147,4,11
28257,Supplier_G220,10,9
28258,Supplier_G404,9,8
28259,Supplier_U559,2,5
28260,Supplier_F25,14,4
28261,Supplier_N84,9,3
28262,Supplier_R758,12,12
28263,Supplier_N824,7,9
28264,Supplier_N161,7,6
28265,Supplier_Z744,7,8
28266,Supplier_B985,15,6
28267,Supplier_W662,6,6
28268,Supplier_W31,14,3
28269,Supplier_Q781,10,8
28270,Supplier_G719,15,9
28271,Supplier_A936,3,4
28272,Supplier_H96,11,11
28273,Supplier_F814,2,2
28274,Supplier_Q791,9,4
28275,Supplier_R280,15,6
28276,Supplier_W96,7,2
28277,Supplier_B929,6,12
28278,Supplier_I605,13,2
28279,Supplier_I348,11,12
28280,Supplier_O564,8,14
28281,Supplier_M178,15,11
28282,Supplier_X92,5,3
28283,Supplier_F233,13,13
28284,Supplier_W888,13,13
28285,Supplier_G605,8,1
28286,Supplier_R706,7,9
28287,Supplier_E122,11,4
28288,Supplier_I784,13,2
28289,Supplier_Y551,14,5
28290,Supplier_R43,5,11
28291,Supplier_C68,3,6
28292,Supplier_L131,13,6
28293,Supplier_H204,5,2
28294,Supplier_C211,9,12
28295,Supplier_S36,6,3
28296,Supplier_I298,6,11
28297,Supplier_S561,6,9
28298,Supplier_N544,6,5
28299,Supplier_S341,9,9
28300,Supplier_J52,8,15
28301,Supplier_Q827,6,8
28302,Supplier_Q756,3,2
28303,Supplier_F606,9,12
28304,Supplier_L509,6,3
28305,Supplier_B661,1,1
28306,Supplier_A350,3,13
28307,Supplier_P953,11,3
28308,Supplier_U873,9,12
28309,Supplier_H285,5,1
28310,Supplier_U330,1,12
28311,Supplier_W253,7,11
28312,Supplier_W501,1,1
28313,Supplier_Y575,11,12
28314,Supplier_U115,6,5
28315,Supplier_U476,9,4
28316,Supplier_E829,6,3
28317,Supplier_E503,11,1
28318,Supplier_E423,11,4
28319,Supplier_X724,10,15
28320,Supplier_B670,10,14
28321,Supplier_O698,10,3
28322,Supplier_X162,3,12
28323,Supplier_V369,7,2
28324,Supplier_X220,4,10
28325,Supplier_H964,6,5
28326,Supplier_U129,7,1
28327,Supplier_F80,3,5
28328,Supplier_K940,3,11
28329,Supplier_F459,11,8
28330,Supplier_B711,11,10
28331,Supplier_U837,2,11
28332,Supplier_P714,3,14
28333,Supplier_O849,13,12
28334,Supplier_M58,3,8
28335,Supplier_N820,6,5
28336,Supplier_R259,2,12
28337,Supplier_W445,4,7
28338,Supplier_J542,5,13
28339,Supplier_I35,3,11
28340,Supplier_C435,4,3
28341,Supplier_Q146,10,6
28342,Supplier_B335,4,9
28343,Supplier_C981,14,7
28344,Supplier_I847,8,14
28345,Supplier_C437,2,7
28346,Supplier_F587,4,2
28347,Supplier_G512,8,9
28348,Supplier_V364,10,15
28349,Supplier_F578,10,13
28350,Supplier_Y117,2,14
28351,Supplier_T671,4,7
28352,Supplier_U148,11,7
28353,Supplier_P854,1,9
28354,Supplier_D370,2,14
28355,Supplier_T647,15,6
28356,Supplier_Y463,6,15
28357,Supplier_N861,8,11
28358,Supplier_Q294,8,9
28359,Supplier_K573,5,2
28360,Supplier_M535,6,15
28361,Supplier_N813,4,8
28362,Supplier_W839,7,8
28363,Supplier_R85,4,7
28364,Supplier_L769,6,1
28365,Supplier_Z480,9,14
28366,Supplier_L616,4,7
28367,Supplier_L4,2,14
28368,Supplier_Y994,8,4
28369,Supplier_N893,8,2
28370,Supplier_G174,12,3
28371,Supplier_F997,6,8
28372,Supplier_F966,13,6
28373,Supplier_O87,5,1
28374,Supplier_V45,14,2
28375,Supplier_B63,13,6
28376,Supplier_Y290,7,3
28377,Supplier_B219,12,11
28378,Supplier_Z803,3,2
28379,Supplier_S156,13,6
28380,Supplier_N106,15,14
28381,Supplier_T941,3,10
28382,Supplier_E779,8,3
28383,Supplier_L802,4,1
28384,Supplier_Y163,5,10
28385,Supplier_J546,15,3
28386,Supplier_X42,2,13
28387,Supplier_K134,2,3
28388,Supplier_I929,11,8
28389,Supplier_W287,4,10
28390,Supplier_T261,14,9
28391,Supplier_K546,15,5
28392,Supplier_Y761,11,9
28393,Supplier_T71,11,10
28394,Supplier_T127,1,4
28395,Supplier_O309,7,3
28396,Supplier_E680,15,13
28397,Supplier_V344,13,7
28398,Supplier_I910,2,14
28399,Supplier_N707,10,7
28400,Supplier_F57,15,6
28401,Supplier_B486,2,13
28402,Supplier_X94,12,14
28403,Supplier_X304,4,15
28404,Supplier_Q57,12,8
28405,Supplier_A997,14,14
28406,Supplier_D36,13,15
28407,Supplier_M624,12,14
28408,Supplier_N141,8,10
28409,Supplier_P458,3,1
28410,Supplier_H588,13,1
28411,Supplier_I161,13,1
28412,Supplier_P537,7,4
28413,Supplier_Y465,14,13
28414,Supplier_H866,3,3
28415,Supplier_L734,1,3
28416,Supplier_M858,4,5
28417,Supplier_Z7,14,10
28418,Supplier_I163,7,12
28419,Supplier_T588,10,3
28420,Supplier_N605,2,10
28421,Supplier_Z249,4,4
28422,Supplier_O412,8,15
28423,Supplier_J520,1,5
28424,Supplier_H317,7,13
28425,Supplier_R418,10,12
28426,Supplier_M632,11,14
28427,Supplier_A207,9,5
28428,Supplier_T111,1,15
28429,Supplier_E296,5,4
28430,Supplier_Y157,7,14
28431,Supplier_H851,14,9
28432,Supplier_G440,9,9
28433,Supplier_V823,13,13
28434,Supplier_O791,7,4
28435,Supplier_W427,1,2
28436,Supplier_C957,15,10
28437,Supplier_L739,13,13
28438,Supplier_T635,10,9
28439,Supplier_M227,4,5
28440,Supplier_E289,10,5
28441,Supplier_P897,11,4
28442,Supplier_C189,7,15
28443,Supplier_M638,3,15
28444,Supplier_H841,13,10
28445,Supplier_T965,12,5
28446,Supplier_K897,11,9
28447,Supplier_D930,10,4
28448,Supplier_D530,1,8
28449,Supplier_D765,8,9
28450,Supplier_C36,4,14
28451,Supplier_P372,4,4
28452,Supplier_S929,15,4
28453,Supplier_X555,13,13
28454,Supplier_S155,5,10
28455,Supplier_G391,10,9
28456,Supplier_L385,12,4
28457,Supplier_R958,15,2
28458,Supplier_S514,2,9
28459,Supplier_S720,5,15
28460,Supplier_L991,3,14
28461,Supplier_T441,9,14
28462,Supplier_R21,14,6
28463,Supplier_C740,15,10
28464,Supplier_C144,12,6
28465,Supplier_G456,14,11
28466,Supplier_Q697,7,6
28467,Supplier_V735,9,10
28468,Supplier_N521,7,12
28469,Supplier_W690,2,7
28470,Supplier_D523,6,5
28471,Supplier_O637,4,7
28472,Supplier_W853,12,13
28473,Supplier_B209,12,11
28474,Supplier_V286,5,3
28475,Supplier_N132,14,3
28476,Supplier_K209,12,3
28477,Supplier_X922,3,1
28478,Supplier_W761,2,2
28479,Supplier_E479,3,8
28480,Supplier_A930,13,6
28481,Supplier_Q250,11,1
28482,Supplier_C534,4,5
28483,Supplier_Z924,5,14
28484,Supplier_C749,8,4
28485,Supplier_J886,4,8
28486,Supplier_G987,13,6
28487,Supplier_L390,9,7
28488,Supplier_L717,14,5
28489,Supplier_O842,13,4
28490,Supplier_B635,5,2
28491,Supplier_J466,10,1
28492,Supplier_D56,5,14
28493,Supplier_A666,11,6
28494,Supplier_P101,8,5
28495,Supplier_Q541,14,12
28496,Supplier_J73,14,14
28497,Supplier_L963,15,8
28498,Supplier_A83,9,10
28499,Supplier_Q211,12,7
28500,Supplier_N517,9,3
28501,Supplier_T217,4,15
28502,Supplier_Y387,12,4
28503,Supplier_B905,1,3
28504,Supplier_V729,3,3
28505,Supplier_A177,15,15
28506,Supplier_T945,15,12
28507,Supplier_F746,11,10
28508,Supplier_V146,5,2
28509,Supplier_X959,13,2
28510,Supplier_S665,8,10
28511,Supplier_X573,9,6
28512,Supplier_O811,4,15
28513,Supplier_U41,1,1
28514,Supplier_E344,8,10
28515,Supplier_G540,4,7
28516,Supplier_Y626,7,15
28517,Supplier_K218,3,13
28518,Supplier_R627,9,2
28519,Supplier_X973,11,10
28520,Supplier_Z402,1,13
28521,Supplier_U638,9,6
28522,Supplier_U518,12,8
28523,Supplier_A157,15,9
28524,Supplier_I504,4,1
28525,Supplier_H363,14,7
28526,Supplier_P349,8,6
28527,Supplier_J415,1,13
28528,Supplier_Y930,5,1
28529,Supplier_N773,2,6
28530,Supplier_X718,5,8
28531,Supplier_O880,13,10
28532,Supplier_R874,14,7
28533,Supplier_J640,5,3
28534,Supplier_A875,9,10
28535,Supplier_O836,6,4
28536,Supplier_L247,2,4
28537,Supplier_P418,15,10
28538,Supplier_S155,3,11
28539,Supplier_I977,1,6
28540,Supplier_Z771,8,15
28541,Supplier_G269,2,3
28542,Supplier_G386,10,2
28543,Supplier_F931,10,5
28544,Supplier_K636,11,10
28545,Supplier_A928,1,3
28546,Supplier_N627,13,8
28547,Supplier_T501,5,14
28548,Supplier_E135,5,5
28549,Supplier_F5,10,1
28550,Supplier_S732,14,11
28551,Supplier_E301,13,14
28552,Supplier_A111,7,13
28553,Supplier_L867,9,8
28554,Supplier_Q993,14,6
28555,Supplier_W136,15,7
28556,Supplier_B546,2,4
28557,Supplier_Z557,1,6
28558,Supplier_N558,9,15
28559,Supplier_C585,10,9
28560,Supplier_S931,14,5
28561,Supplier_H544,6,7
28562,Supplier_S169,13,2
28563,Supplier_U693,10,10
28564,Supplier_F688,13,4
28565,Supplier_M529,2,9
28566,Supplier_J492,2,13
28567,Supplier_M481,8,12
28568,Supplier_H764,5,8
28569,Supplier_B507,12,8
28570,Supplier_K198,9,4
28571,Supplier_Z80,9,10
28572,Supplier_M365,15,9
28573,Supplier_H388,1,11
28574,Supplier_S275,5,8
28575,Supplier_T281,7,5
28576,Supplier_N422,12,2
28577,Supplier_M695,6,4
28578,Supplier_D318,3,2
28579,Supplier_F439,6,14
28580,Supplier_C765,3,12
28581,Supplier_B258,4,2
28582,Supplier_S845,13,11
28583,Supplier_J550,14,2
28584,Supplier_Z997,12,7
28585,Supplier_G425,2,2
28586,Supplier_W396,15,3
28587,Supplier_I747,2,8
28588,Supplier_Z812,9,4
28589,Supplier_A680,3,12
28590,Supplier_P72,4,8
28591,Supplier_Q171,7,14
28592,Supplier_O53,5,13
28593,Supplier_Q748,13,3
28594,Supplier_K348,3,10
28595,Supplier_X490,6,7
28596,Supplier_V414,3,14
28597,Supplier_R361,4,1
28598,Supplier_C606,5,2
28599,Supplier_U845,5,10
28600,Supplier_Y978,11,8
28601,Supplier_W813,11,14
28602,Supplier_G186,3,8
28603,Supplier_I256,8,6
28604,Supplier_L375,15,13
28605,Supplier_F26,3,7
28606,Supplier_L805,7,9
28607,Supplier_I728,10,5
28608,Supplier_F800,5,10
28609,Supplier_H951,11,10
28610,Supplier_L970,2,2
28611,Supplier_N576,14,1
28612,Supplier_P219,5,4
28613,Supplier_H607,15,5
28614,Supplier_K591,7,11
28615,Supplier_I799,12,9
28616,Supplier_R996,2,13
28617,Supplier_Q951,5,4
28618,Supplier_E984,14,1
28619,Supplier_F463,4,5
28620,Supplier_N790,14,10
28621,Supplier_T51,13,1
28622,Supplier_M330,10,5
28623,Supplier_Y614,11,12
28624,Supplier_M928,4,9
28625,Supplier_D928,15,13
28626,Supplier_H168,1,3
28627,Supplier_V945,3,8
28628,Supplier_M580,15,8
28629,Supplier_Z363,15,2
28630,Supplier_V288,11,3
28631,Supplier_F674,5,6
28632,Supplier_L521,10,10
28633,Supplier_Q863,8,8
28634,Supplier_M422,2,15
28635,Supplier_G72,8,10
28636,Supplier_I666,15,6
28637,Supplier_D794,3,12
28638,Supplier_Z223,5,10
28639,Supplier_E639,9,7
28640,Supplier_Y859,9,2
28641,Supplier_T791,5,1
28642,Supplier_T166,10,5
28643,Supplier_D747,11,7
28644,Supplier_F370,1,12
28645,Supplier_Q196,3,12
28646,Supplier_B89,7,4
28647,Supplier_O808,5,6
28648,Supplier_U482,12,1
28649,Supplier_S421,5,14
28650,Supplier_Y68,14,14
28651,Supplier_K364,7,3
28652,Supplier_S945,13,14
28653,Supplier_W303,12,9
28654,Supplier_D228,15,11
28655,Supplier_C450,12,11
28656,Supplier_V203,13,9
28657,Supplier_U997,10,15
28658,Supplier_F493,3,5
28659,Supplier_T519,4,8
28660,Supplier_P979,15,11
28661,Supplier_L572,5,11
28662,Supplier_B787,4,2
28663,Supplier_A632,5,11
28664,Supplier_B208,11,1
28665,Supplier_I530,6,14
28666,Supplier_E299,15,15
28667,Supplier_N537,10,5
28668,Supplier_G469,12,5
28669,Supplier_K377,11,4
28670,Supplier_C505,10,11
28671,Supplier_O663,9,15
28672,Supplier_F502,6,10
28673,Supplier_T40,9,8
28674,Supplier_W715,5,15
28675,Supplier_N222,10,3
28676,Supplier_A857,2,7
28677,Supplier_A50,10,12
28678,Supplier_O92,6,9
28679,Supplier_H90,6,8
28680,Supplier_Z170,12,9
28681,Supplier_K460,11,15
28682,Supplier_B81,6,6
28683,Supplier_K561,5,11
28684,Supplier_J557,7,15
28685,Supplier_Y803,6,5
28686,Supplier_Z311,1,2
28687,Supplier_R438,11,6
28688,Supplier_V86,10,13
28689,Supplier_B546,4,13
28690,Supplier_H738,12,13
28691,Supplier_B358,5,11
28692,Supplier_T27,8,7
28693,Supplier_P326,15,9
28694,Supplier_A606,3,3
28695,Supplier_K726,15,13
28696,Supplier_J400,5,4
28697,Supplier_A101,11,9
28698,Supplier_H544,1,7
28699,Supplier_O987,5,6
28700,Supplier_P40,8,4
28701,Supplier_F914,15,9
28702,Supplier_J957,5,14
28703,Supplier_W615,3,12
28704,Supplier_D346,1,13
28705,Supplier_N970,4,14
28706,Supplier_T304,14,3
28707,Supplier_S489,2,3
28708,Supplier_N745,6,7
28709,Supplier_P201,13,10
28710,Supplier_C400,2,10
28711,Supplier_M685,7,11
28712,Supplier_Y762,10,2
28713,Supplier_M876,5,3
28714,Supplier_D119,13,15
28715,Supplier_Y326,14,13
28716,Supplier_Z25,10,1
28717,Supplier_R191,7,14
28718,Supplier_A426,4,2
28719,Supplier_F987,13,1
28720,Supplier_D706,8,4
28721,Supplier_Z31,6,5
28722,Supplier_M823,1,5
28723,Supplier_Y414,3,9
28724,Supplier_D307,7,6
28725,Supplier_A737,13,5
28726,Supplier_X921,14,14
28727,Supplier_C677,11,4
28728,Supplier_C192,10,5
28729,Supplier_G761,6,11
28730,Supplier_Q934,6,12
28731,Supplier_B396,10,8
28732,Supplier_K853,7,3
28733,Supplier_R467,6,12
28734,Supplier_B808,15,3
